Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),grouping,Instrument,LibraryLayout,LibrarySelection,LibrarySource,molecule_subtype,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue_sample_type
SRR14819670,miRNA-Seq,50,83713300,PRJNA737991,SAMN19713963,32983076,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149996,GSM5385758,Mild,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385758,EDTA Platelet Depleted Plasma_Mild,SRP324141,EDTA Platelet Depleted Plasma
SRR14819671,miRNA-Seq,50,83341900,PRJNA737991,SAMN19713963,32900988,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149996,GSM5385758,Mild,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385758,EDTA Platelet Depleted Plasma_Mild,SRP324141,EDTA Platelet Depleted Plasma
SRR14819672,miRNA-Seq,50,83259600,PRJNA737991,SAMN19713963,32909704,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149996,GSM5385758,Mild,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385758,EDTA Platelet Depleted Plasma_Mild,SRP324141,EDTA Platelet Depleted Plasma
SRR14819673,miRNA-Seq,50,82237400,PRJNA737991,SAMN19713963,32137526,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149996,GSM5385758,Mild,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385758,EDTA Platelet Depleted Plasma_Mild,SRP324141,EDTA Platelet Depleted Plasma
SRR14819674,miRNA-Seq,50,76193400,PRJNA737991,SAMN19713962,31629950,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149997,GSM5385759,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385759,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819675,miRNA-Seq,50,76264000,PRJNA737991,SAMN19713962,31726398,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149997,GSM5385759,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385759,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819676,miRNA-Seq,50,75858950,PRJNA737991,SAMN19713962,31600812,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149997,GSM5385759,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385759,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819677,miRNA-Seq,50,74780250,PRJNA737991,SAMN19713962,30812904,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149997,GSM5385759,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385759,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819678,miRNA-Seq,50,62968850,PRJNA737991,SAMN19713996,26604316,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149998,GSM5385760,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385760,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819679,miRNA-Seq,50,62130050,PRJNA737991,SAMN19713996,26321084,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149998,GSM5385760,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385760,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819680,miRNA-Seq,50,62018800,PRJNA737991,SAMN19713996,26311975,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149998,GSM5385760,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385760,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819681,miRNA-Seq,50,61255600,PRJNA737991,SAMN19713996,25701201,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149998,GSM5385760,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385760,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819682,miRNA-Seq,50,74267900,PRJNA737991,SAMN19713995,30877902,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149999,GSM5385761,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385761,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819683,miRNA-Seq,50,74216700,PRJNA737991,SAMN19713995,30932247,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149999,GSM5385761,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385761,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819684,miRNA-Seq,50,73821700,PRJNA737991,SAMN19713995,30807562,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149999,GSM5385761,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385761,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819685,miRNA-Seq,50,72911000,PRJNA737991,SAMN19713995,30083216,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149999,GSM5385761,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385761,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819686,miRNA-Seq,50,86337650,PRJNA737991,SAMN19713994,36363561,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150000,GSM5385762,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385762,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819687,miRNA-Seq,50,85330200,PRJNA737991,SAMN19713994,36032179,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150000,GSM5385762,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385762,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819688,miRNA-Seq,50,85444350,PRJNA737991,SAMN19713994,36115831,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150000,GSM5385762,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385762,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819689,miRNA-Seq,50,83738450,PRJNA737991,SAMN19713994,35021576,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150000,GSM5385762,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385762,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819690,miRNA-Seq,50,106144500,PRJNA737991,SAMN19713993,45143763,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150001,GSM5385763,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385763,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819691,miRNA-Seq,50,104703150,PRJNA737991,SAMN19713993,44645086,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150001,GSM5385763,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385763,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819692,miRNA-Seq,50,104800950,PRJNA737991,SAMN19713993,44727496,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150001,GSM5385763,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385763,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819693,miRNA-Seq,50,102400200,PRJNA737991,SAMN19713993,43263546,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150001,GSM5385763,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385763,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819694,miRNA-Seq,50,71233550,PRJNA737991,SAMN19713992,28617286,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150002,GSM5385764,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385764,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819695,miRNA-Seq,50,71300800,PRJNA737991,SAMN19713992,28721293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150002,GSM5385764,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385764,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819696,miRNA-Seq,50,71086200,PRJNA737991,SAMN19713992,28666235,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150002,GSM5385764,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385764,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819697,miRNA-Seq,50,70018500,PRJNA737991,SAMN19713992,27900233,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150002,GSM5385764,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385764,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819698,miRNA-Seq,50,91166700,PRJNA737991,SAMN19713991,37586174,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149916,GSM5385765,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385765,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819699,miRNA-Seq,50,89894550,PRJNA737991,SAMN19713991,37184320,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149916,GSM5385765,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385765,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819700,miRNA-Seq,50,89991250,PRJNA737991,SAMN19713991,37242495,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149916,GSM5385765,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385765,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819701,miRNA-Seq,50,87439950,PRJNA737991,SAMN19713991,35800492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149916,GSM5385765,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385765,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819702,miRNA-Seq,50,82869750,PRJNA737991,SAMN19713990,35042788,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149917,GSM5385766,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385766,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819703,miRNA-Seq,50,82976550,PRJNA737991,SAMN19713990,35157557,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149917,GSM5385766,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385766,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819704,miRNA-Seq,50,82480900,PRJNA737991,SAMN19713990,35007230,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149917,GSM5385766,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385766,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819705,miRNA-Seq,50,80981650,PRJNA737991,SAMN19713990,33983123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149917,GSM5385766,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385766,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819706,miRNA-Seq,50,88758950,PRJNA737991,SAMN19713989,36527024,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149918,GSM5385767,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385767,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819707,miRNA-Seq,50,88877200,PRJNA737991,SAMN19713989,36677618,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149918,GSM5385767,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385767,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819708,miRNA-Seq,50,88322900,PRJNA737991,SAMN19713989,36499247,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149918,GSM5385767,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385767,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819709,miRNA-Seq,50,87268950,PRJNA737991,SAMN19713989,35650497,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149918,GSM5385767,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385767,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819710,miRNA-Seq,50,66797000,PRJNA737991,SAMN19713988,27306370,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149919,GSM5385768,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385768,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819711,miRNA-Seq,50,66414150,PRJNA737991,SAMN19713988,27216445,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149919,GSM5385768,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385768,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819712,miRNA-Seq,50,66338600,PRJNA737991,SAMN19713988,27217081,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149919,GSM5385768,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385768,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819713,miRNA-Seq,50,65152950,PRJNA737991,SAMN19713988,26423433,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149919,GSM5385768,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385768,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819714,miRNA-Seq,50,87733300,PRJNA737991,SAMN19713987,35706987,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149920,GSM5385769,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385769,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819715,miRNA-Seq,50,87265500,PRJNA737991,SAMN19713987,35584923,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149920,GSM5385769,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385769,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819716,miRNA-Seq,50,86859950,PRJNA737991,SAMN19713987,35463274,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149920,GSM5385769,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385769,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819717,miRNA-Seq,50,85806900,PRJNA737991,SAMN19713987,34667501,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149920,GSM5385769,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385769,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819718,miRNA-Seq,50,74144850,PRJNA737991,SAMN19713986,30324059,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149921,GSM5385770,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385770,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819719,miRNA-Seq,50,74236200,PRJNA737991,SAMN19713986,30448709,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149921,GSM5385770,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385770,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819720,miRNA-Seq,50,73921800,PRJNA737991,SAMN19713986,30354552,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149921,GSM5385770,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385770,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819721,miRNA-Seq,50,72859200,PRJNA737991,SAMN19713986,29577780,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149921,GSM5385770,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385770,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819722,miRNA-Seq,50,80868550,PRJNA737991,SAMN19713985,33042149,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149922,GSM5385771,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385771,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819723,miRNA-Seq,50,80085500,PRJNA737991,SAMN19713985,32840421,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149922,GSM5385771,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385771,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819724,miRNA-Seq,50,80039150,PRJNA737991,SAMN19713985,32839435,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149922,GSM5385771,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385771,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819725,miRNA-Seq,50,78351650,PRJNA737991,SAMN19713985,31782741,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149922,GSM5385771,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385771,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819726,miRNA-Seq,50,93249050,PRJNA737991,SAMN19713984,38129240,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149923,GSM5385772,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385772,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819727,miRNA-Seq,50,92820550,PRJNA737991,SAMN19713984,38048708,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149923,GSM5385772,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385772,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819728,miRNA-Seq,50,92553250,PRJNA737991,SAMN19713984,37982642,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149923,GSM5385772,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385772,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
